,pure_tweet,toxic
1113,if any of our girls havnt let me know whether they are coming or not the deadline is this saturday lets try and,0
1114,we havent fully defeated this pandemic gov roy cooper addresses ncs fight against covid amid omicron var,0
1115,bombshell trump tested positive for covid three days before stepping onto the debate stage with biden says his for,0
1116,medical professionals in myanmar are unlawfully arrested and charged with fabricated evidences failed justice,0
1117,looks like sage is on same page as me theres so much riding on knowledge we wont have for weeks so we should act now,0
1118,the number of staff to die with covid has increased to which makes the refusal of some passengers to wear a mask,0
1119,the other day i had a bunch of people screaming at me for saying detention at howard springs was forcible rather than voluntary,0
1120,doctors will learn to ask did you have covid as a child in any medical history because it will underlie so many long,0
1121,online nstnation frontline civil servants who are dealing with the public must be fully vaccinated against covid stressed pub,0
1122,binance covid resilience ranking the best and worst places to be in,0
1123,covid was involved in of deaths across the engwales for the most recent week of data of deaths were no,0
1125,new covid selfisolation rules will be in law until march,0
1126,the apology due here needs to be as loud as the error,0
1127,ministers must rebuke crazed covid zealots,0
1130,breaking germanys parliament will vote on forcing every german to get the covid vaccine years later and germany,0
1132,no more free treatment for those who do not cooperate with covid prevention measures non vaccinated teachers and empl,0
1133,tx big news a federal judge has blocked the medicare amp medicaid agencies from enforcing a vaccine mandate against million,0
1134,excess deaths this week what is the cause we all know but some are still head butting their cognitive diss,0
1136,hindu many of the recent covid cases that too from medical colleges are fully vaccinat,0
1137,how many grandparents would want to hug a child who may be carrying covid,0
1138,remember that in the medium term theres every chance that covid will be completely eradicated by nuclear war,0
1139,they claim medical decisions should be made by the individual wo govt interference yet they push for govt interferenc,0
1140,just in omicron covid variant was in europe before south african scientists detected and flagged it to the world,0
